Sr.No,Bill no. ,Invoice,Invoice No,Bill Date,,Sticher Name,vendor code,buyer name,Description,Style name,HSN Code,rate,Bill no. ,P O Number,Destination ,, Invoice Full Amount ,Invoice Pcs,"Grn 
Pcs",Short Pcs,Remark,Grn No,Grn Date,,Transport,Bill no. ,LR No,LR  Date ,Cartons,Bank Name,Date,Hundi No,Vendor Code,Remark
920,28370,GS/0,GS/028370,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4077/Offwhite,YETKRTSFUT4077,62064000,504.30,28370,5112198940,West Bengal,," 1,42,969.00 ",270,270,0,,5090209054,18-Feb-26,19-May-26,Sai Logistics,28370,173704,05-Feb-26,8,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28371,GS/0,GS/028371,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4077/Offwhite,YETKRTSFUT4077,62064000,504.30,28371,5112198944,Jhajjar,," 1,37,144.00 ",259,259,0,,5090009898,16-Feb-26,17-May-26,Sai Logistics,28371,173709,05-Feb-26,8,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28372,GS/0,GS/028372,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4077/Offwhite,YETKRTSFUT4077,62064000,504.30,28372,5112198951,Bangalore,," 2,18,160.00 ",412,407,5,,5090172630,18-Feb-26,19-May-26,Sai Logistics,28372,173703,04-Feb-26,10,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28373,GS/0,GS/028373,27-Jan-26,28-Mar-26,Abt Enterprises,,Nexon,"SU-ESP00004-
125 SS26/Grey",ESP00004,62063000,275.00,28373,PO(ELHYD)/10682/25-26,Hyderabad,," 2,31,000.00 ",800,800,0,,GRC(HYD)/00008786/25-26,31-Jan-26,,Elite Eagle,28373,EE-968206,28-Jan-26,12,,,,,
920,28374,GS/0,GS/028374,27-Jan-26,28-Mar-26,Abt Enterprises,,Nexon,"SU-ESP00004-
125 SS26/Maroon",ESP00004,62063000,275.00,28374,PO(ELHYD)/10709/25-26,Hyderabad,," 1,78,448.00 ",618,618,0,,GRC(HYD)/00008779/25-26,30-Jan-26,,Elite Eagle,28374,EE-968207,28-Jan-26,9,,,,,
920,28375,GS/0,GS/028375,07-Feb-26,,Salasar Creation,12635,Max,"UTEKS
P26HR/Orange","UTEKS
P26HR","62064
000",257.00,28375,1954643,Bhiwandi,," 4,44,983.00 ",1649,1647,2,540,96120773,11-Feb-26,,Tci Express,28375,169858485,07-Feb-26,27,,,,,
920,28376,GS/0,GS/028376,07-Feb-26,,Salasar Creation,12635,Max,"UTEKS
P26HR/Orange","UTEKS
P26HR","62064
000",257.00,28376,1954643,Ghaziabad,," 3,72,393.00 ",1380,1380,0,,96281434,15-Feb-26,,Tci Express,28376,169858496,07-Feb-26,23,,,,,
920,28377,GS/0,GS/028377,07-Feb-26,,Salasar Creation,12635,Max,"UTEKS
P26HR/Orange","UTEKS
P26HR","62064
000",257.00,28377,1954643,Bangalore,," 22,29,771.00 ",8263,8263,0,,96369835,17-Feb-26,,Tci Express,28377,169858500,07-Feb-26,127,,,,,
920,28378,GS/0,GS/028378,07-Feb-26,,Salasar Creation,12635,Max,"UTEKS
P26HR/Orange","UTEKS
P26HR","62064
000",257.00,28378,1954643,West Bengal,," 2,86,041.00 ",1060,1060,0,,96421830,18-Feb-26,,Tci Express,28378,169858511,07-Feb-26,17,,,,,
920,28379,GS/0,GS/028379,07-Feb-26,,Salasar Creation,12635,Max,"UTEKS
P26HR/Orange","UTEKS
P26HR","62064
000",257.00,28379,1954666,Bangalore,," 1,75,672.00 ",651,651,0,,96214571,14-Feb-26,,Tci Express,28379,169858522,07-Feb-26,10,,,,,
920,28380,GS/0,GS/028380,28-Jan-26,28-Mar-26,Abt Enterprises,,Nexon,SU-ESP00004-223 AW25/Brown,ESP00004,62063000,275.00,28380,PO(ELHYD)/10701/25-26,Hyderabad,," 85,759.00 ",297,297,0,,GRC(HYD)/00008777/25-26,30-Jan-26,,Elite Eagle,28380,EE-968227,28-Jan-26,5,,,,,
920,28381,GS/0,GS/028381,28-Jan-26,28-Mar-26,Abt Enterprises,,Nexon,SU-ESP00004-125 SS26/Golden Cream,ESP00004,62063000,275.00,28381,PO(ELHYD)/10686/25-26,Hyderabad,," 1,10,591.00 ",383,383,0,,GRC(HYD)/00008780/25-26,30-Jan-26,,Elite Eagle,28381,EE-968229,28-Jan-26,7,,,,,
920,28382,GS/0,GS/028382,28-Jan-26,28-Mar-26,Abt Enterprises,,Nexon,"SU-ESP00004-
125 SS26/Shell",ESP00004,62063000,275.00,28382,PO(ELHYD)/10699/25-26,Hyderabad,," 1,04,528.00 ",362,362,0,,GRC(HYD)/00008773/25-26,30-Jan-26,,Elite Eagle,28382,EE-968231,28-Jan-26,5,,,,,
920,28383,GS/0,GS/028383,28-Jan-26,28-Mar-26,House of Sp LLP,,Nexon,SU-WGT00162-225 AW25/Rustic Brown,WGT00162,61061000,135.00,28383,PO(ELHYD)/10873/25-26,Hyderabad,," 4,29,644.00 ",3031,3031,0,,GRC(HYD)/00008878/25-26,03-Feb-26,,Elite Eagle,28383,,,32,,,,,
920,28384,GS/0,GS/028384,28-Jan-26,28-Mar-26,House of Sp LLP,,Nexon,SU-WGT00162-225 AW25/Rustic Brown,WGT00162,61061000,135.00,28384,PO(ELHYD)/10878/25-26,Hyderabad,," 2,65,640.00 ",1874,1874,0,,GRC(HYD)/00008893/25-26,03-Feb-26,,Elite Eagle,28384,,,20,,,,,
920,28385,GS/0,GS/028385,29-Jan-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWGT00361-225 AW25/Light yellow,YWGT00361,61061000,120.00,28385,PO(ELHYD)/10733/25-26,Hyderabad,," 5,67,000.00 ",4500,4500,0,,GRC(HYD)/00008871/25-26,03-Feb-26,,Elite Eagle,28385,,,43,,,,,
920,28386,GS/0,GS/028386,04-Feb-26,,abt Enterprises,12635,Max,"UTEKS
P26HR/Pink","UTEKS
P26HR","62064
000",257.00,28386,1954681,Bhiwandi,," 4,30,410.00 ",1595,1587,8,2159,95826326,05-Feb-26,,Sai Logistics,28386,173717,04-Feb-26,26,,,,,
920,28387,GS/0,GS/028387,04-Feb-26,,Abt Enterprises,12635,Max,"UTEKS
P26HR/Pink","UTEKS
P26HR","62064
000",257.00,28387,1954681,Ghaziabad,," 3,72,393.00 ",1380,1380,0,,96275398,15-Feb-26,,Tci Express,28387,101001200403,05-Feb-26,23,,,,,
920,28388,GS/0,GS/028388,04-Feb-26,,abt Enterprises,12635,Max,"UTEKS
P26HR/Pink","UTEKS
P26HR","62064
000",257.00,28388,1954681,Bangalore,," 21,40,180.00 ",7931,7931,0,,96030827,09-Feb-26,,Sai Logistics,28388,173718,04-Feb-26,124,,,,,
920,28389,GS/0,GS/028389,04-Feb-26,,Abt Enterprises,12635,Max,"UTEKS
P26HR/Pink","UTEKS
P26HR","62064
000",257.00,28389,1954681,West Bengal,," 2,68,231.00 ",994,994,0,,96174711,13-Feb-26,,Tci Express,28389,101001200425,05-Feb-26,18,,,,,
920,28390,GS/0,GS/028390,04-Feb-26,,abt Enterprises,12635,Max,"UTEKS
P26HR/Pink","UTEKS
P26HR","62064
000",257.00,28390,1954699,Bangalore,," 2,96,835.00 ",1100,1100,0,,96134756,12-Feb-26,,Tci Express,28390,101001200414,05-Feb-26,19,,,,,
920,28391,GS/0,GS/028391,29-Jan-26,,cancel Invoice,,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28391,5002526163,Vadodara,, -   ,0,,0,,cancel Invoice,,,Sai Logistics,28391,,,29,,,,,
920,28392,GS/0,GS/028392,29-Jan-26,,cancel Invoice,,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28392,5002526170,Bhiwandi,, -   ,0,,0,,cancel Invoice,,,Sai Logistics,28392,,,41,,,,,
920,28393,GS/0,GS/028393,29-Jan-26,,cancel Invoice,,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28393,5002526173,Telangana,, -   ,0,,0,,cancel Invoice,,,Sai Logistics,28393,,,55,,,,,
920,28394,GS/0,GS/028394,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28394,5112220864,West Bengal,," 3,13,794.00 ",570,570,0,,5089641242,12-Feb-26,,Sai Logistics,28394,173362,02-Feb-26,19,HSBC BANK,14-02-2026,Reliance-149,,
920,28395,GS/0,GS/028395,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28395,5112223270,Jhajjar,," 3,05,536.00 ",555,555,0,,5089634520,12-Feb-26,,Sai Logistics,28395,173364,02-Feb-26,19,HSBC BANK,14-02-2026,Reliance-149,,
920,28396,GS/0,GS/028396,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28396,5112223293,Bangalore,," 5,39,505.00 ",980,970,10,,5090004337,16-Feb-26,17-May-26,Sai Logistics,28396,173360,02-Feb-26,33,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28397,GS/0,GS/028397,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.3,28397,5112223252,West Bengal,," 3,95,859.00 ",1095,1095,0,,5090110966,17-Feb-26,18-May-26,Sai Logistics,28397,173397,05-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28398,GS/0,GS/028398,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.3,28398,5112223264,Jhajjar,," 3,88,629.00 ",1075,1075,0,,5089995405,16-Feb-26,17-May-26,Sai Logistics,28398,173396,05-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28399,GS/0,GS/028399,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.3,28399,5112220893,Bangalore,," 6,85,071.00 ",1895,1895,0,,5090171406,18-Feb-26,19-May-26,Sai Logistics,28399,173399,04-Feb-26,38,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28400,GS/0,GS/028400,31-Jan-26,,Swar Savi Enterprises,116216,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28400,5002526170,Bhiwandi,," 5,16,600.00 ",1312,1312,0,,Payment Received,06-Feb-26,,Sai Logistics,28400,172902,02-Feb-26,41,,,,,
920,28401,GS/0,GS/028401,31-Jan-26,,Swar Savi Enterprises,116216,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28401,5002526163,Vadodara,," 3,65,400.00 ",928,928,0,,Payment Received,09-Feb-26,,Sai Logistics,28401,172901,02-Feb-26,29,,,,,
920,28402,GS/0,GS/028402,31-Jan-26,,Swar Savi Enterprises,116216,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,28402,5002526173,Telangana,," 7,30,800.00 ",1856,1856,0,,Payment Received,11-Feb-26,,Sai Logistics,28402,172904,02-Feb-26,58,,,,,
920,28403,GS/0,GS/028403,31-Jan-26,,United Factory,116216,D-Mart,PALAZZO RY AOSEQEMB,PALAZZO RY AOSEQEMB,62045390,355.00,28403,5002526183,Telangana,," 4,05,552.00 ",1088,1088,0,,Payment Received,12-Feb-26,,Sai Logistics,28403,173366,02-Feb-26,34,,,,,
920,28404,GS/0,GS/028404,31-Jan-26,,Swar Savi Enterprises,116216,D-Mart,KURTIPANT LD RYFLYCRA,KURTIPANT LD RYFLYCRA,62114999,212.00,28404,5002578105,Bhiwandi,," 3,41,913.00 ",1536,1536,0,,Payment Received,11-Feb-26,,Sai Logistics,28404,172903,02-Feb-26,48,,,,,
920,28405,GS/0,GS/028405,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28405,5112198923,West Bengal,," 1,38,730.00 ",252,246,6,,5089641243,12-Feb-26,,Sai Logistics,28405,173363,02-Feb-26,9,HSBC BANK,14-02-2026,Reliance-149,,
920,28406,GS/0,GS/028406,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28406,5112198928,Jhajjar,," 1,34,876.00 ",245,245,0,,5089636189,12-Feb-26,,Sai Logistics,28406,173365,02-Feb-26,9,HSBC BANK,14-02-2026,Reliance-149,,
920,28407,GS/0,GS/028407,02-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETKRTSFUT4054/Red,YETKRTSFUT4054,62064000,524.3,28407,5112198934,Bangalore,," 1,97,635.00 ",359,355,4,,5089995637,16-Feb-26,17-May-26,Sai Logistics,28407,173361,02-Feb-26,13,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28408,GS/0,GS/028408,02-Feb-26,28-Mar-26,Salasar Creation,,Nexon,"SU-ESPT00003-
224 AW25/Black",ESPT00003,61046300,295.00,28408,PO(ELHYD)/10247/25-26,Hyderabad,," 7,50,834.00 ",2424,2424,0,,GRC(HYD)/00008949/25-26,06-Feb-26,,Elite Eagle,28408,,,51,,,,,
920,28409,GS/0,GS/028409,02-Feb-26,28-Mar-26,Salasar Creation,,Nexon,SU-ESPT00003-225 AW25/Dark Brown,ESPT00003,61046300,295.00,28409,PO(ELHYD)/10605/25-26,Hyderabad,," 2,87,448.00 ",928,928,0,,GRC(HYD)/00008946/25-26,06-Feb-26,,Elite Eagle,28409,,,21,,,,,
920,28410,GS/0,GS/028410,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28410,5112220855,West Bengal,," 3,78,624.00 ",1095,1085,10,,5090110963,17-Feb-26,18-May-26,Sai Logistics,28410,173705,05-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28411,GS/0,GS/028411,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28411,5112220877,Jhajjar,," 3,71,709.00 ",1075,1075,0,,5089995409,16-Feb-26,17-May-26,Sai Logistics,28411,173706,05-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28412,GS/0,GS/028412,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28412,5112220892,Bangalore,," 6,55,245.00 ",1895,1895,0,,5090171149,18-Feb-26,19-May-26,Sai Logistics,28412,173702,04-Feb-26,38,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28413,GS/0,GS/028413,05-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28413,5112198925,West Bengal,," 1,67,355.00 ",484,484,0,,5090407506,20-Feb-26,21-May-26,Sai Logistics,28413,173855,06-Feb-26,12,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28414,GS/0,GS/028414,05-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28414,5112198931,Jhajjar,," 1,63,552.00 ",473,473,0,,5089995905,16-Feb-26,17-May-26,Sai Logistics,28414,173852,06-Feb-26,12,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28415,GS/0,GS/028415,05-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4073/Lt.Pink,RETKRTSFUT4073,62064000,329.31,28415,5112198937,Bangalore,," 2,41,697.00 ",699,693,6,,5090293216,19-Feb-26,20-May-26,Sai Logistics,28415,173869,07-Feb-26,16,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28416,GS/0,GS/028416,02-Feb-26,28-Mar-26,Salasar Creation,,Nexon,"SU-ESP00004-
125 SS26/Navy",ESP00004,62063000,275.00,28416,PO(ELHYD)/10712/25-26,Hyderabad,," 1,29,360.00 ",448,442,6,,GRC(HYD)/00008947/25-26,06-Feb-26,,Elite Eagle,28416,,,6,,,,,
920,28417,GS/0,GS/028417,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.30,28417,5112231012,West Bengal,," 1,52,921.00 ",423,423,0,,5090209053,18-Feb-26,19-May-26,Sai Logistics,28417,173398,05-Feb-26,10,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28418,GS/0,GS/028418,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.30,28418,5112231015,Jhajjar,," 1,41,714.00 ",392,392,0,,5090001075,16-Feb-26,17-May-26,Sai Logistics,28418,173701,05-Feb-26,10,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28419,GS/0,GS/028419,04-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Lt.Green,RETKRTSFUT4051,62064000,344.30,28419,5112231021,Bangalore,," 1,86,903.00 ",517,499,18,,5090173493,18-Feb-26,19-May-26,Sai Logistics,28419,173400,04-Feb-26,12,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28420,GS/0,GS/028420,03-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWGT00362-225 SS26/Offwhite,YWGT00362,61061000,129.00,28420,PO(ELHYD)/11255/25-26,Hyderabad,," 5,14,710.00 ",3800,3800,0,,GRC(HYD)/00008997/25-26,08-Feb-26,,Elite Eagle,28420,,,37,,,,,
920,28421,GS/0,GS/028421,03-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWSH00189-126 SS26/Lt.Pink,YWSH00189,61062010,218.00,28421,PO(ELHYD)/11246/25-26,Hyderabad,," 5,24,181.00 ",2290,2289,1,,GRC(HYD)/00009000/25-26,08-Feb-26,,Elite Eagle,28421,,,35,,,,,
920,28422,GS/0,GS/028422,03-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWSH00189-126 SS26/Offwhite,YWSH00189,61062010,218.00,28422,PO(ELHYD)/11250/25-26,Hyderabad,," 5,10,447.00 ",2230,2230,0,,GRC(HYD)/00009001/25-26,08-Feb-26,,Elite Eagle,28422,,,34,,,,,
920,28423,GS/0,GS/028423,04-Feb-26,28-Mar-26,United Factory,,Nexon,"SU-ESPT00003-
224 AW25/Mauve",ESPT00003,61046300,295.00,28423,PO(ELHYD)/10236/25-26,Hyderabad,," 2,07,842.00 ",671,671,0,,GRC(HYD)/00008998/25-26,08-Feb-26,,Elite Eagle,28423,EE-968605,04-Feb-26,16,,,,,
920,28424,GS/0,GS/028424,04-Feb-26,28-Mar-26,United Factory,,Nexon,SU-IEST00218-225 SS26/Purple,IEST00218,62063000,275.00,28424,PO(ELHYD)/10880/25-26,Hyderabad,," 12,23,723.00 ",4238,4238,0,,GRC(HYD)/00009016/25-26,09-Feb-26,,Elite Eagle,28424,EE-968604,04-Feb-26,62,,,,,
920,28425,GS/0,GS/028425,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28425,5112223253,West Bengal,," 3,95,859.00 ",1095,1095,0,,5090503674,21-Feb-26,22-May-26,Sai Logistics,28425,182917,10-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28426,GS/0,GS/028426,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28426,5112223267,Jhajjar,," 3,88,629.00 ",1075,1075,0,,5090369956,20-Feb-26,21-May-26,Sai Logistics,28426,182914,10-Feb-26,22,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28427,GS/0,GS/028427,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28427,5112223285,Bangalore,," 6,85,071.00 ",1895,1895,0,,5090396894,20-Feb-26,21-May-26,Sai Logistics,28427,182919,10-Feb-26,38,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28428,GS/0,GS/028428,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28428,5112231013,West Bengal,," 1,55,451.00 ",430,430,0,,5090503675,21-Feb-26,22-May-26,Sai Logistics,28428,182916,10-Feb-26,11,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28429,GS/0,GS/028429,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28429,5112231018,Jhajjar,," 1,58,705.00 ",439,439,0,,5090369957,20-Feb-26,21-May-26,Sai Logistics,28429,182915,10-Feb-26,12,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28430,GS/0,GS/028430,10-Feb-26,,Abt Enterprises II,RR10337044,Reliance,RETKRTSFUT4051/Offwhite,RETKRTSFUT4051,62064000,344.30,28430,5112231024,Bangalore,," 1,93,411.00 ",535,534,1,,5090383186,20-Feb-26,21-May-26,Sai Logistics,28430,182918,10-Feb-26,13,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28431,GS/0,GS/028431,04-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWPL00046-126 SS26/Brown,YWPL00046,61046300,300.00,28431,PO(ELHYD)/11254/25-26,Hyderabad,," 7,24,500.00 ",2300,2300,0,,GRC(HYD)/00009114/25-26,13-Feb-26,,Elite Eagle,28431,,,76,,,,,
920,28432,GS/0,GS/028432,04-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWPL00046-126 SS26/Wine,YWPL00046,61046300,300.00,28432,PO(ELHYD)/11254/25-26,Hyderabad,," 7,87,815.00 ",2501,2501,0,,GRC(HYD)/00009117/25-26,13-Feb-26,,Elite Eagle,28432,,,83,,,,,
920,28433,GS/0,GS/028433,04-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWTO00453-126 SS26/Brown,YWTO00453,61062010,150.00,28433,PO(ELHYD)/11249/25-26,Hyderabad,," 4,41,000.00 ",2800,2800,0,,GRC(HYD)/00009119/25-26,13-Feb-26,,Elite Eagle,28433,,,41,,,,,
920,28434,GS/0,GS/028434,04-Feb-26,28-Mar-26,House of Sp LLP,,Nexon,SU-YWTO00453-126 SS26/Wine,YWTO00453,61062010,150.00,28434,PO(ELHYD)/11243/25-26,Hyderabad,," 4,72,500.00 ",3000,3000,0,,GRC(HYD)/00009118/25-26,13-Feb-26,,Elite Eagle,28434,,,43,,,,,
920,28435,GS/0,GS/028435,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28435,5112223250,West Bengal,," 3,33,574.00 ",740,740,0,,5090594372,22-Feb-26,23-May-26,Sai Logistics,28435,173895,09-Feb-26,15,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28436,GS/0,GS/028436,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28436,5112220880,Jhajjar,," 3,26,812.00 ",725,725,0,,5090183895,18-Feb-26,19-May-26,Sai Logistics,28436,173892,09-Feb-26,15,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28437,GS/0,GS/028437,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28437,5112223290,Bangalore,," 5,74,739.00 ",1275,1275,0,,5090648042,23-Feb-26,24-May-26,Sai Logistics,28437,173891,09-Feb-26,26,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28438,GS/0,GS/028438,05-Feb-26,,United Factory,116216,D-Mart,KURTA LD SHO CT SF EM,KURTA LD SHO CT SF EM,62063090,250.00,28438,5002509238,Telangana,," 7,08,750.00 ",2700,2700,0,,Payment Received,17-Feb-26,,Sai Logistics,28438,173851,05-Feb-26,75,,,,,
920,28439,GS/0,GS/028439,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28439,5112198926,West Bengal,," 1,58,222.00 ",351,351,0,,5090594005,22-Feb-26,23-May-26,Sai Logistics,28439,173894,09-Feb-26,9,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28440,GS/0,GS/028440,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28440,5112198932,Jhajjar,," 1,55,518.00 ",345,340,5,,5090194411,18-Feb-26,19-May-26,Sai Logistics,28440,173893,09-Feb-26,9,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28441,GS/0,GS/028441,09-Feb-26,,Abt Enterprises II,RR10337044,Reliance,YETCRDSFUT4075/Offwhite,YETCRDSFUT4075,62064000,429.31,28441,5112198938,Bangalore,," 2,36,206.00 ",524,523,1,,5090650768,23-Feb-26,24-May-26,Sai Logistics,28441,173890,09-Feb-26,13,HSBC BANK,02-03-2026,Reliance-150,R10337044,
920,28442,GS/0,GS/028442,,,,,,,,,,28442,,,,,,,0,,,,,,28442,,,,,,,,
920,28443,GS/0,GS/028443,07-Feb-26,28-Mar-26,United Factory,,Nexon,"SU-EPT00092-
225 AW25/Green",EPT00092,62046300,190.00,28443,PO(ELHYD)/11865/25-26,Hyderabad,," 4,76,805.00 ",2390,2390,0,,GRC(HYD)/00009197/25-26,15-Feb-26,,Elite Eagle,28443,EE-969270,11-Feb-26,25,,,,,
920,28444,GS/0,GS/028444,07-Feb-26,28-Mar-26,United Factory,,Nexon,"SU-EPT00093-
225 AW25/Yellow",EPT00093,62046300,190.00,28444,PO(ELHYD)/11866/25-26,Hyderabad,," 4,76,606.00 ",2389,2389,0,,GRC(HYD)/00009127/25-26,13-Feb-26,,Elite Eagle,28444,EE-969042,10-Feb-26,26,,,,,
920,28445,GS/0,GS/028445,07-Feb-26,28-Mar-26,Salasar Creation,,Nexon,"SU-EFK00258-
225 AW25/Mustard",EFK00258,62114300,294.00,28445,PO(ELHYD)/09954/25-26,Hyderabad,," 10,96,811.00 ",3553,3553,0,,GRC(HYD)/00009093/25-26,12-Feb-26,,Elite Eagle,28445,EE-968871,09-Feb-26,50,,,,,
920,28446,GS/0,GS/028446,07-Feb-26,28-Mar-26,Salasar Creation,,Nexon,SU-EFK00261-225 AW25/Sage Green,EFK00261,62114300,290.00,28446,PO(ELHYD)/09955/25-26,Hyderabad,," 11,42,180.00 ",3751,3751,0,,GRC(HYD)/00009087/25-26,11-Feb-26,,Elite Eagle,28446,EE-968870,09-Feb-26,53,,,,,
920,28447,GS/0,GS/028447,07-Feb-26,28-Mar-26,Salasar Creation,,Nexon,SU-EEST00337-225 AW25/Amber Yellow,EEST00337,62063000,235.00,28447,PO(ELHYD)/10409/25-26,Hyderabad,," 8,52,275.00 ",3454,3453,1,,GRC(HYD)/00009133/25-26,13-Feb-26,,Elite Eagle,28447,EE-969040,10-Feb-26,51,,,,,
